dataset_name,used_by_files,column_order,column_name,data_type,role,is_main_model_feature,unit,nullable_in_full_dataset,available_at_prediction_time,source_or_derivation,description
respi_disease_data,respi_disease_data.csv,1,province_key,categorical,PRIMARY_KEY,False,unitless,False,,Study province reference,Two-digit official province code used as the province key.
respi_disease_data,respi_disease_data.csv,2,province_name_th,string,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Study province reference,Province name in Thai.
respi_disease_data,respi_disease_data.csv,3,province_name_en,string,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Study province reference,Province name in English.
respi_disease_data,respi_disease_data.csv,4,month_start,date,DESCRIPTIVE_OR_CONTEXT,False,date,False,,Derived calendar or analytical field,First calendar date of the month.
respi_disease_data,respi_disease_data.csv,5,year_month,string,PRIMARY_KEY,False,unitless,False,,Derived calendar or analytical field,Calendar month encoded as YYYY-MM.
respi_disease_data,respi_disease_data.csv,6,month_end,date,DESCRIPTIVE_OR_CONTEXT,False,date,False,,Derived calendar or analytical field,Last calendar date of the month.
respi_disease_data,respi_disease_data.csv,7,year_ce,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,Calendar year in the Common Era system.
respi_disease_data,respi_disease_data.csv,8,month,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,Calendar month number from 1 to 12.
respi_disease_data,respi_disease_data.csv,9,days_in_month,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,Number of calendar days in the month.
respi_disease_data,respi_disease_data.csv,10,all_diagnosis_record_count,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,Thailand DDC diagnosis records or derived QC,Count of valid DDC diagnosis-code records in the province-month.
respi_disease_data,respi_disease_data.csv,11,respiratory_record_count_any_position,numeric,EXPLORATORY_OUTCOME,False,count,True,,Thailand DDC diagnosis records or derived QC,"Count of J00-J99 records with diagnosis type 1, 2, or 3."
respi_disease_data,respi_disease_data.csv,12,respiratory_record_count_principal,numeric,EXPLORATORY_OUTCOME,False,count,True,,Thailand DDC diagnosis records or derived QC,Count of principal J00-J99 diagnosis records with diagnosis type 1.
respi_disease_data,respi_disease_data.csv,13,active_reporting_facility_count,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,Thailand DDC diagnosis records or derived QC,Number of distinct facilities contributing valid diagnosis records in the month.
respi_disease_data,respi_disease_data.csv,14,respiratory_matched,boolean,QUALITY_CONTROL,False,unitless,False,,Thailand DDC diagnosis records or derived QC,Whether the respiratory source table matched the analytical row.
respi_disease_data,respi_disease_data.csv,15,pm25_monthly_mean_ugm3,numeric,DESCRIPTIVE_OR_CONTEXT,False,micrograms per cubic metre,True,,Derived calendar or analytical field,Mean of available observed province-day median PM2.5 values in the month.
respi_disease_data,respi_disease_data.csv,16,pm25_monthly_median_ugm3,numeric,DESCRIPTIVE_OR_CONTEXT,False,micrograms per cubic metre,True,,Derived calendar or analytical field,Median of available observed province-day median PM2.5 values in the month.
respi_disease_data,respi_disease_data.csv,17,pm25_days_observed,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Derived calendar or analytical field,Number of days with observed province-day PM2.5 in the month.
respi_disease_data,respi_disease_data.csv,18,observed_pm25_monthly_matched,boolean,QUALITY_CONTROL,False,unitless,False,,OpenAQ or lag derived from OpenAQ,Whether the observed pm25 monthly source table matched the analytical row.
respi_disease_data,respi_disease_data.csv,19,male_population,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Thailand DOPA registered population or derived rate/QC,Registered male population for the province-year.
respi_disease_data,respi_disease_data.csv,20,female_population,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Thailand DOPA registered population or derived rate/QC,Registered female population for the province-year.
respi_disease_data,respi_disease_data.csv,21,total_population,integer,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Thailand DOPA registered population or derived rate/QC,Registered total population for the province-year.
respi_disease_data,respi_disease_data.csv,22,population_matched,boolean,QUALITY_CONTROL,False,unitless,False,,Thailand DOPA registered population or derived rate/QC,Whether the population source table matched the analytical row.
respi_disease_data,respi_disease_data.csv,23,hospital_count_with_bed_data,integer,DESCRIPTIVE_OR_CONTEXT,False,count,False,,Hospital Accreditation Thailand capacity snapshot or derived rate,Number of hospitals contributing opened-bed information.
respi_disease_data,respi_disease_data.csv,24,opened_beds_total,numeric,DESCRIPTIVE_OR_CONTEXT,False,unitless,False,,Hospital Accreditation Thailand capacity snapshot or derived rate,Sum of opened beds in the undated hospital-capacity snapshot.
respi_disease_data,respi_disease_data.csv,25,hospital_capacity_matched,boolean,QUALITY_CONTROL,False,unitless,False,,Derived calendar or analytical field,Whether the hospital capacity source table matched the analytical row.
respi_disease_data,respi_disease_data.csv,26,diagnosis_data_available,boolean,QUALITY_CONTROL,False,unitless,False,,Thailand DDC diagnosis records or derived QC,Whether the province-month contains at least one diagnosis record.
respi_disease_data,respi_disease_data.csv,27,pm25_day_coverage_pct,numeric,DESCRIPTIVE_OR_CONTEXT,False,percent,False,,Derived analytical or quality-control field,Percentage of calendar days with observed province-day PM2.5.
respi_disease_data,respi_disease_data.csv,28,population_available,boolean,QUALITY_CONTROL,False,unitless,False,,Thailand DOPA registered population or derived rate/QC,Whether a positive registered population value is available.
respi_disease_data,respi_disease_data.csv,29,opened_beds_per_1000_population,numeric,DESCRIPTIVE_OR_CONTEXT,False,"beds per 1,000 population",False,,Thailand DOPA registered population or derived rate/QC,"Opened beds per 1,000 registered population."
respi_disease_data,respi_disease_data.csv,30,respiratory_records_per_active_facility,numeric,DESCRIPTIVE_OR_CONTEXT,False,unitless,True,,Thailand DDC diagnosis records or derived QC,Respiratory diagnosis-code records divided by active reporting facilities.
respi_disease_data,respi_disease_data.csv,31,active_reporting_facility_count_prev_month,numeric,DESCRIPTIVE_OR_CONTEXT,False,count,True,,Thailand DDC diagnosis records or derived QC,Active reporting facility count in the preceding province-month.
respi_disease_data,respi_disease_data.csv,32,active_reporting_facility_change_pct,numeric,DESCRIPTIVE_OR_CONTEXT,False,percent,True,,Thailand DDC diagnosis records or derived QC,Month-to-month percentage change in active reporting facilities.
respi_disease_data,respi_disease_data.csv,33,reporting_change_flag,boolean,QUALITY_CONTROL,False,unitless,False,,Derived analytical or quality-control field,Whether active reporting facility count changed by more than 20 percent.
respi_disease_data,respi_disease_data.csv,34,diagtype_policy_review_flag,boolean,QUALITY_CONTROL,False,unitless,False,,Derived analytical or quality-control field,Whether the month falls in the diagnosis-type policy review period.
respi_disease_data,respi_disease_data.csv,35,at2_model_eligible,boolean,QUALITY_CONTROL,False,unitless,False,,Derived analytical or quality-control field,Whether the province-month meets the documented exploratory-model criteria.
respi_disease_data,respi_disease_data.csv,36,at2_qc_status,string,QUALITY_CONTROL,False,unitless,False,,Derived analytical or quality-control field,Respiratory-capacity analytical quality status: PASS or REVIEW.
respi_disease_data,respi_disease_data.csv,37,at2_qc_reason,string,QUALITY_CONTROL,False,unitless,True,,Derived analytical or quality-control field,Semicolon-separated reasons for respiratory-capacity review.
