location_id,location_name,province_key,province_name_th,province_name_en,distance_to_province_centroid_km,latitude,longitude,timezone
1486,"Mae Mo, Mae Mo",52,ลำปาง,Lampang,18.214,18.279680637193,99.663144703624,Asia/Bangkok
2287,"Na Chak, Mueang",54,แพร่,Phrae,3.354,18.12614,100.1654,Asia/Bangkok
2304,"Sop Pat, Mae Mo",52,ลำปาง,Lampang,29.497,18.247769049494,99.766891808156,Asia/Bangkok
2325,"Wiang, Mueang",56,พะเยา,Phayao,28.313,19.190056,100.170326,Asia/Bangkok
2328,"Natural Resources and Environment Office, Chiangrai",57,เชียงราย,Chiang Rai,1.797,19.909217,99.823467,Asia/Bangkok
2411,Health Promotion Hospital Banthasri,52,ลำปาง,Lampang,32.06,18.4267833,99.7576333,Asia/Bangkok
2429,"Chong Kham, Mueang",58,แม่ฮ่องสอน,Mae Hong Son,0.477,19.304501021455,97.971525255487,Asia/Bangkok
5938,"Nai Mueang, Mueang",51,ลำพูน,Lamphun,1.117,18.564721437399,99.011144750057,Asia/Bangkok
225567,Maesai Health Office,57,เชียงราย,Chiang Rai,57.645,20.427325,99.883842,Asia/Bangkok
225570,"Meteorological stations, Lampang",52,ลำปาง,Lampang,2.014,18.2783333,99.5064666,Asia/Bangkok
225579,Yupparaj Wittayalai School,50,เชียงใหม่,Chiang Mai,0.575,18.7909333,98.99,Asia/Bangkok
225583,Mobile Air Quality Monitoring unit No.04,50,เชียงใหม่,Chiang Mai,9.488,18.804718,98.896851,Asia/Bangkok
225597,"Municipality Office, Uttaradit",54,แพร่,Phrae,58.151,17.62333,100.096111,Asia/Bangkok
225630,"Meteorology Center, Phrae",54,แพร่,Phrae,2.954,18.1283666,100.16243330000002,Asia/Bangkok
225646,Provincial Waterworks Authority Mae Moh,52,ลำปาง,Lampang,17.847,18.2826333,99.6598166,Asia/Bangkok
225648,"Natural Resources and Environment Office, Mae Hongson",58,แม่ฮ่องสอน,Mae Hong Son,0.49,19.30455,97.97165,Asia/Bangkok
225655,"Meteorological Staions, Lamphun",51,ลำพูน,Lamphun,3.259,18.567194,99.038639,Asia/Bangkok
225666,"Phayao Provincial, Phayao",56,พะเยา,Phayao,3.864,19.200226,99.893048,Asia/Bangkok
225669,"City Hall, Chiangmai",50,เชียงใหม่,Chiang Mai,6.055,18.840732,98.96978,Asia/Bangkok
225674,"Municipality Office, Nan",55,น่าน,Nan,1.518,18.7888833,100.7763166,Asia/Bangkok
225692,"Health Promotion Hospital Sob Pad, Lampang",52,ลำปาง,Lampang,29.139,18.2508166,99.76395,Asia/Bangkok
225693,"Debaratana Vejjanukul Hospital, Mae Chaem",51,ลำพูน,Lamphun,66.879,18.498333,98.379444,Asia/Bangkok
228543,"72nd Anniversary King Bhumibol Public Park, Uttaradit",54,แพร่,Phrae,57.238,17.631351999999996,100.09896000000002,Asia/Bangkok
270292,Ban Pa Bong School,50,เชียงใหม่,Chiang Mai,61.0,19.336111,98.954444,Asia/Bangkok
278637,Chiang Khong District Public Health Office,57,เชียงราย,Chiang Rai,70.758,20.258611,100.407778,Asia/Bangkok
387511,Wiang Subdistrict Disaster Prevention and Mitigation Center,57,เชียงราย,Chiang Rai,70.23,20.2575,100.4025,Asia/Bangkok
387660,Mueang Na Subdistrict Municipality Office,50,เชียงใหม่,Chiang Mai,89.612,19.593889,98.961667,Asia/Bangkok
388656,"Chiang Mai Provincial Administrative Organization Office, Intersection (Southern Area)",51,ลำพูน,Lamphun,59.694,18.175,98.630833,Asia/Bangkok
388962,Li District Office,52,ลำปาง,Lampang,78.747,17.802222,98.949722,Asia/Bangkok
500068,Pai Municipality,58,แม่ฮ่องสอน,Mae Hong Son,49.523,19.3591522,98.4364794,Asia/Bangkok
523937,Tha Kham Municipality Office,51,ลำพูน,Lamphun,59.989,18.202222,98.597222,Asia/Bangkok
1235996,"Vieng Nua, Pai",58,แม่ฮ่องสอน,Mae Hong Son,50.719,19.374620435850545,98.44561078410078,Asia/Bangkok
1235999,NARIT ASTROPARK (Parking),50,เชียงใหม่,Chiang Mai,7.809,18.85345541310349,98.9576060087058,Asia/Bangkok
1236013,"Soemngamwitthayakhom School 2, Some-Ngam, Lampang",52,ลำปาง,Lampang,1.484,18.279805533636747,99.48051196520773,Asia/Bangkok
1236014,NARIT​-OPD,50,เชียงใหม่,Chiang Mai,7.708,18.85275424506312,98.95834692689932,Asia/Bangkok
1236022,แม่กวง,50,เชียงใหม่,Chiang Mai,8.241,18.8266136,99.0523185,Asia/Bangkok
1236024,สันโป่ง,50,เชียงใหม่,Chiang Mai,16.862,18.9375111,98.9566944,Asia/Bangkok
1236040,"Kaenoisuksa School 1, Chiang Dao, Chiang Mai",50,เชียงใหม่,Chiang Mai,67.698,19.394767432705724,98.92874614493202,Asia/Bangkok
1236050,Prem Tinsulanonda International School 1,50,เชียงใหม่,Chiang Mai,20.717,18.96255421231335,98.91562786546136,Asia/Bangkok
1236066,NARIT ASTROPARK (Research building),50,เชียงใหม่,Chiang Mai,7.597,18.851438300930976,98.95771486398864,Asia/Bangkok
1305707,"Khunyuam Wittaya School 2, Khunyuam, Maehongson",58,แม่ฮ่องสอน,Mae Hong Son,51.671,18.837399394128656,97.9399507166046,Asia/Bangkok
1405439,"Chomthong School 1, Chomthong, Chiang Mai",51,ลำพูน,Lamphun,38.237,18.435156957109033,98.67718182473789,Asia/Bangkok
1641552,วังหมุ้น,50,เชียงใหม่,Chiang Mai,17.502,18.945298569548378,98.97347979467268,Asia/Bangkok
1641558,Prem Tinsulanonda International School 2,50,เชียงใหม่,Chiang Mai,21.149,18.966512871928927,98.91508369562034,Asia/Bangkok
1646752,ดาดฟ้า,50,เชียงใหม่,Chiang Mai,16.197,18.932618966437307,98.96445032014384,Asia/Bangkok
1753562,บ้านร้องเกิด,50,เชียงใหม่,Chiang Mai,15.659,18.92786395211318,98.96541049234524,Asia/Bangkok
1753563,ดวงดี,50,เชียงใหม่,Chiang Mai,15.014,18.91977780483509,98.95279736395602,Asia/Bangkok
1753564,แก้วสา,50,เชียงใหม่,Chiang Mai,16.148,18.928286035684813,98.94445179435796,Asia/Bangkok
1861095,Wiang Subdistrict Disaster Prevention and Mitigation Center,50,เชียงใหม่,Chiang Mai,9.095,18.804894,98.900698,Asia/Bangkok
1861445,"Fangchanupathum School 1, Fang, Chiang Mai",57,เชียงราย,Chiang Rai,69.333,19.863943477644817,99.17937755730452,Asia/Bangkok
1864570,"Provincial Electricity Authority, Hot District Branch",51,ลำพูน,Lamphun,61.337,18.172495,98.61069,Asia/Bangkok
1896059,Pai Airport,58,แม่ฮ่องสอน,Mae Hong Son,49.568,19.364055,98.436205,Asia/Bangkok
1896763,Pai Airport,58,แม่ฮ่องสอน,Mae Hong Son,49.633,19.369637,98.43596,Asia/Bangkok
1935353,Chiang Mai,50,เชียงใหม่,Chiang Mai,1.56,18.77435504104218,98.98365627447588,Asia/Bangkok
2041043,Mae Ann,50,เชียงใหม่,Chiang Mai,23.251,18.971315125096535,98.8784122467041,Asia/Bangkok
2124016,Wiang Nuea Beverly Hills Goat Farm,58,แม่ฮ่องสอน,Mae Hong Son,52.382,19.385584,98.459714,Asia/Bangkok
2136949,Pai: Wednesday Market,58,แม่ฮ่องสอน,Mae Hong Son,49.913,19.351845,98.4411552,Asia/Bangkok
2142493,Wiang Nuea Beverly Hills Hua Chang Dam,58,แม่ฮ่องสอน,Mae Hong Son,52.874,19.383934,98.464782,Asia/Bangkok
2142801,Wiang Nuea: Wat Phra Phutthabat,58,แม่ฮ่องสอน,Mae Hong Son,51.853,19.3910772,98.4534912,Asia/Bangkok
2146217,Pai: Seng Tong Market,58,แม่ฮ่องสอน,Mae Hong Son,49.667,19.3573394,98.4381079,Asia/Bangkok
2147304,Tin That,58,แม่ฮ่องสอน,Mae Hong Son,49.448,19.3172193,98.439397,Asia/Bangkok
2151718,Wiang Nuea Moat,58,แม่ฮ่องสอน,Mae Hong Son,50.699,19.3747778,98.4453889,Asia/Bangkok
2154067,Kung Kaeng: Pai Munchkins Club / PLearn Pai Bilingual Learning Center,58,แม่ฮ่องสอน,Mae Hong Son,49.202,19.342108,98.435391,Asia/Bangkok
2155602,Mae Hi: Bueng Pai Farm,58,แม่ฮ่องสอน,Mae Hong Son,50.377,19.344337,98.446422,Asia/Bangkok
2158149,Pai: Dr. Neung Clinic near PTT gas station,58,แม่ฮ่องสอน,Mae Hong Son,49.492,19.355492,98.436671,Asia/Bangkok
2165656,Mae Yen: Ing Doi Guesthouse,58,แม่ฮ่องสอน,Mae Hong Son,50.747,19.355916,98.448666,Asia/Bangkok
2169936,Hang Dong / Sameong,50,เชียงใหม่,Chiang Mai,9.608,18.719434,98.930183,Asia/Bangkok
2174592,Chiang moi,50,เชียงใหม่,Chiang Mai,1.122,18.78987,98.99583,Asia/Bangkok
2297552,Tha Pai Hot Springs,58,แม่ฮ่องสอน,Mae Hong Son,53.005,19.307811,98.473538,Asia/Bangkok
2315448,Muang Soi Health Center,58,แม่ฮ่องสอน,Mae Hong Son,46.949,19.395894,98.404624,Asia/Bangkok
